,state1_feature1,state1_feature3,state1_feature4,state1_feature5,state2_feature1,state2_feature3,state2_feature4,state2_feature5,collision,state1_feature2_A,state1_feature2_B,state1_feature2_C,state1_feature2_D,state1_feature6_A,state1_feature6_B,state1_feature6_C,state1_feature6_D,state2_feature2_A,state2_feature2_B,state2_feature2_C,state2_feature2_D,state2_feature6_A,state2_feature6_B,state2_feature6_C,state2_feature6_D
15,0,3,52.129604765413895,0,1,5,68.9244019962023,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16,1,3,97.60138232792136,1,0,3,60.77098082270046,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
17,1,5,12.555021476265338,0,0,2,53.81370677108849,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
18,1,5,1.6947664889580993,0,0,3,46.88189580152413,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
19,0,3,77.0158211757096,0,1,2,29.376187302738632,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
20,1,5,80.71555373648826,0,0,2,27.734676172462926,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
21,0,4,12.020722912057625,0,1,1,50.02314789258019,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,1,1,26.55828329586061,1,0,1,16.0603146429649,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,1,4,1.755236336662891,0,0,3,34.068542357480155,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,1,3,29.33086107805647,1,0,5,32.39792747100996,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25,1,3,77.31418739186715,1,0,3,58.71328015842009,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
26,1,4,51.79605277125789,1,1,4,6.668230036302458,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27,1,5,34.80955931682881,0,0,2,82.96686802650952,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
28,1,5,37.17392949063303,0,1,2,56.237838038440216,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29,1,3,0.1353625715468154,0,1,1,67.08266807759354,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
30,0,2,29.98005275652359,1,0,5,70.30939037594328,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
31,0,5,64.64587416379305,0,0,1,29.148413684253647,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32,1,4,97.41944438163571,0,1,4,47.03715673848665,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,1,5,84.70608269838995,1,1,3,95.62459558696672,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
34,1,4,2.3594964645529126,1,0,3,76.67052379968149,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35,0,3,89.85606046748393,1,0,5,96.95568752231853,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36,1,5,78.3198413298626,1,0,1,74.62543451462884,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
37,0,4,78.03761235709804,1,0,1,17.56001397085174,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
38,0,3,45.79957590035715,1,0,4,6.453588384467624,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39,0,2,39.80052929545028,0,1,3,57.76614367196636,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
40,0,4,30.29157288331926,1,0,1,35.78132797026095,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
41,0,2,6.569485895436578,0,0,5,27.545791013817023,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
42,1,2,22.82353634936991,0,1,3,80.72109964254174,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
43,1,1,24.66036349780246,0,0,4,36.69932670819473,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
44,1,5,48.40770697102016,1,0,5,31.70009697343039,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
45,1,4,74.7444406596694,0,1,2,84.99875931690104,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
46,1,2,47.38098283979466,1,0,4,84.62873364864602,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
47,0,1,5.784444944716061,1,1,5,35.63666377550566,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
48,1,3,95.77898009882038,0,0,1,83.24987009859662,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
49,1,4,94.27243190941122,1,0,2,85.07784903326605,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
50,0,2,78.51895431484084,0,0,4,42.39305350296662,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
51,1,5,99.13279015642206,0,1,1,6.6473130209171565,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
52,0,1,54.448233280026294,1,1,2,0.15846444663401016,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
53,1,2,96.27683502532061,0,1,3,52.3292462888995,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
54,0,5,7.560504061675077,0,1,1,34.40754933703557,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
55,1,2,36.568074826137135,0,0,5,99.7131894158366,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
56,1,4,22.538126800676583,1,1,4,77.24109996272843,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
57,0,4,19.583308413427,0,1,2,76.12754563504124,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
58,0,4,14.08029488926761,1,1,1,95.52427682873437,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
59,0,1,62.241364156599666,1,0,3,88.77243978933208,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
60,0,4,78.1321855747305,0,0,4,31.81874794563887,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
61,0,5,57.82983994203607,0,1,4,16.598722160387634,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
62,0,2,14.696270958820968,1,1,1,74.58922650654823,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
63,0,3,81.11237699334708,1,0,3,37.8273893682873,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
64,0,5,63.59547071637285,0,1,2,47.31726516309565,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
65,1,5,38.81657061269955,0,1,1,63.03977312748269,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
66,1,4,67.4130295536063,1,1,2,90.78726769352407,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
67,0,1,25.990497924283286,1,1,4,41.908775367096595,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
68,1,2,34.51922084942105,1,0,2,78.33168902193613,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
69,1,1,91.74858431319902,1,0,3,26.833979127465746,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
70,1,2,29.05045056714204,1,0,5,69.79717909236136,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
71,1,2,46.99882681579366,0,1,3,0.1579421077911869,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
72,0,1,89.01411373960147,1,1,2,87.15072134906347,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
73,1,5,70.77213502675275,1,0,1,3.03795799544625,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
74,0,2,6.220322616470275,0,0,4,71.27537547625842,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
75,1,1,14.730304427897034,0,0,5,4.625818926128389,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
76,1,2,0.7841590771916818,1,1,1,26.624569939400345,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
77,1,3,63.09217902291634,1,0,1,49.72024035565531,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
78,0,5,44.767342541041835,0,1,3,41.99386853482382,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
79,1,4,13.427485090227552,1,1,2,19.18361146010106,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
80,0,2,95.79341210567705,1,0,3,33.38149117092374,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
81,1,3,52.96597239456199,0,0,2,72.7706370060967,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
82,0,4,24.189329411288917,1,1,3,66.92570925796483,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
83,1,4,50.06035711547076,0,0,1,7.18145837639157,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
84,0,2,67.96203327351078,0,0,4,74.73158255728863,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
85,0,1,7.623921797356448,0,1,2,5.304588119702835,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
86,1,2,27.4703815047892,0,1,5,54.29263890997844,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
87,0,3,80.69654908839937,1,1,5,26.006274804219064,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
88,1,4,45.966487040266124,0,1,1,58.76901275598188,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
89,1,2,54.65771420322949,1,1,3,26.132839594090186,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
90,1,1,43.28160022094693,1,0,3,98.4957969625831,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
91,1,2,4.389994264300512,1,1,1,30.972818372753185,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
92,1,5,16.574977982015593,1,1,5,24.1960635674496,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
93,1,1,44.554163874189086,1,1,5,27.8465290915346,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
94,1,3,20.918546540792782,0,0,3,89.64728572592954,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
95,1,4,4.997902865967873,0,1,2,63.62188286693448,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
96,1,2,84.36496640518237,0,1,4,73.06840974207765,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
97,1,1,98.11925291641158,0,1,2,91.80105100943504,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
98,1,5,79.31428739967394,1,0,5,91.18724848450074,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
99,0,1,85.3784921704667,0,1,2,73.89458465787276,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
100,0,5,24.197713031704538,1,1,4,19.78244288413229,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
101,1,3,96.06269755131997,1,1,2,84.33733206750055,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
102,1,4,19.692570445342838,0,0,2,20.37760341910637,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
103,1,3,95.14298103618323,0,0,2,74.28988140984319,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
104,1,2,99.4819293965951,0,0,2,68.56030665448743,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
105,1,1,71.17228057460487,0,0,1,75.88888501404466,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
106,1,5,98.1143731791822,1,1,5,53.26856807138157,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
107,1,5,56.95397795671037,1,1,4,63.872618224921965,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
108,1,1,25.954178317609035,0,0,5,95.33200804342553,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
109,0,1,43.699588566562085,1,0,1,10.10885941742149,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
110,1,2,59.35609353787859,1,1,1,30.884727478162,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
111,0,3,7.308156202701499,1,1,1,61.13570130983824,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
112,1,5,62.234326461724606,0,0,1,96.40541301314893,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
113,1,2,98.11778367622945,1,0,2,9.557444766260115,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
114,0,3,19.010764978372762,0,0,5,2.2549221530086427,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
115,1,2,79.25951162883833,0,0,3,5.574959847032801,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
116,0,5,90.78987937796194,1,1,4,5.240568646119881,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
117,1,1,94.37015928202209,1,0,1,90.78158577774043,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
118,1,1,96.01356044054472,0,0,5,72.12579079338248,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
119,0,3,52.14596387214719,1,1,1,67.71063661962783,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
120,1,4,97.73079079915037,1,1,1,52.25728202618095,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
121,0,3,75.73102071344388,0,1,1,78.19526169721519,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
122,1,4,16.16714362369619,0,1,1,15.56479927615908,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
123,0,2,47.690010646797,0,1,1,39.19411897884374,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
124,0,2,71.8331175372004,0,0,4,49.000425076434354,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
125,1,5,24.734031581908333,1,0,5,11.040949767672625,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
126,1,4,64.06151835488873,1,0,1,41.9513709337517,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
127,0,5,66.66004790466192,0,1,1,31.650177926262035,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
128,1,1,16.26997438085659,0,0,1,3.558214579346264,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
129,1,4,56.50853124527563,0,1,1,13.673540272923523,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
130,1,3,77.16269109786077,1,0,2,76.40368231674718,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
131,0,1,49.88956645359419,0,0,2,1.8037909504644456,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
132,0,1,1.2103116776107425,1,1,3,93.42532990963612,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
133,0,3,0.9038469079292177,0,1,1,8.642463244723741,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
134,0,1,35.702934397001215,0,0,3,79.92380942034582,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
135,0,4,92.6194068431782,0,0,4,89.86165409434707,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
136,0,5,22.867677960360876,1,0,3,94.1135584850447,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
137,0,1,63.43636888716871,1,0,5,86.74770234959726,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
138,0,4,22.207587069332057,1,0,2,28.75500394254432,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
139,0,2,32.16699896595486,0,1,2,33.308713133847704,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
140,1,4,84.8042089601484,1,1,1,42.654569861007595,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
141,0,5,72.88614422699469,1,1,1,13.929668940710084,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
142,1,4,9.539927731321063,0,1,4,2.227245506722386,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
143,1,3,42.87020209864336,0,0,4,86.91216142810346,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
144,1,5,2.916976364526447,1,0,5,55.41287162104563,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
145,0,2,48.0890146603009,1,1,1,60.87229421782163,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
146,0,3,66.24340117010681,1,0,1,92.69884748177954,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
147,0,4,11.850262359815156,1,1,4,66.51201781136157,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
148,0,5,28.888493890916568,0,0,4,69.08535043398135,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
149,1,2,39.783662550215695,0,0,4,78.69686484367422,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
150,0,3,91.95310246560497,0,0,2,11.634844985740378,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
151,0,2,99.32550154229641,1,1,3,36.01621532137915,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,0,4,4.491129899561585,1,1,3,96.82079277033662,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
153,0,2,76.1007923495392,0,1,1,92.29300781006066,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
154,0,1,37.17240664023432,0,1,2,88.40752963101848,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
155,1,3,39.245818622948,1,0,4,45.20885103389725,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
156,0,2,75.42649733470228,1,0,1,85.71929535868057,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
157,1,4,91.84264321454087,0,0,2,4.83958819457656,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
158,0,4,95.09285945025483,0,0,5,14.851742425711745,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
159,1,2,57.712258603832076,0,1,2,41.39676984840541,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
160,0,4,35.71211593005028,1,0,1,48.33920666821264,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
161,0,5,78.75490858587793,1,0,3,26.350715352085686,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
162,1,5,25.100138326230027,1,0,4,35.647667084778746,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
163,1,5,56.40740288335178,1,1,5,16.277610102536876,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
164,1,1,35.85784615248732,1,1,2,48.913403171590716,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
165,0,2,65.66310737078761,1,1,1,79.38432928678613,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
166,1,1,24.03989128935069,0,0,1,66.13603936613057,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
167,0,4,19.159294573482576,0,1,4,10.779224736554127,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
168,0,1,91.8239086675437,1,0,1,48.758160339671605,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
169,1,4,10.18036829495369,0,0,1,69.7646382779725,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
170,1,4,50.595790773493164,1,0,4,52.98952965539412,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
171,0,3,22.085278296300892,0,1,5,39.167559653554896,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
172,0,5,3.892996332566745,1,1,3,62.19144212838782,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
173,1,4,3.601881829142639,0,0,3,96.86386653002755,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
174,1,3,17.522177210582733,0,0,2,9.4907909766078,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
175,1,5,86.67703545060003,1,1,5,39.00160607475607,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
176,0,4,28.247874397702667,1,1,2,40.66058530460956,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
177,0,4,95.04591705752958,0,1,3,57.6967310468371,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
178,0,1,58.16222929891936,0,0,4,15.21746018819179,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
179,0,1,43.66141897687661,1,0,1,17.664302987046952,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
180,0,5,58.00888346694546,0,0,3,28.536138599785467,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
181,0,4,51.669838522626776,1,1,5,95.58700432685195,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
182,1,2,75.87762537573252,1,1,3,73.41085812309026,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
183,0,1,28.249606597285226,0,1,5,66.16933016915031,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
184,0,5,35.30503916003024,1,0,5,81.69576873942623,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
185,0,4,89.40943025332507,0,0,5,12.757646891669294,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
186,1,4,94.64565131504055,0,1,2,85.93328197237517,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
187,0,2,89.25582274864745,1,0,4,59.4832713887504,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
188,0,5,41.94479939573136,0,1,3,33.53290074589354,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
189,1,4,78.03655030068816,1,0,4,81.58552557456903,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
190,0,1,47.63357333010988,1,1,1,80.25645343486241,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
191,0,2,49.75398521461022,1,0,3,84.57085817167271,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
192,0,5,20.468010905728395,0,0,4,11.551790010698216,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
193,0,2,59.113030325851646,1,1,4,96.9361244995776,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
194,0,1,18.613589775334795,0,1,1,95.96261537897311,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
195,1,5,33.15646990671938,1,1,5,35.746964550174155,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
196,1,2,85.50302016199352,1,1,3,6.589401821191965,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
197,1,3,20.707580921085523,1,1,3,16.70556694687857,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
198,0,1,7.115828517343282,0,0,1,99.2830825444697,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
199,0,1,6.90075926128163,0,1,5,56.30129431716631,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
200,0,1,94.07845205031079,1,1,3,35.6621798826052,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
201,1,3,50.69204379618346,1,1,3,28.820269385003883,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
202,0,3,40.941207181701834,0,0,3,25.699173531094754,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
203,0,4,81.08785810079185,0,1,5,66.4152765054482,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
204,1,2,83.5825927910516,0,1,1,41.93878315196859,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
205,0,4,33.21910331156046,1,1,3,96.54106993686116,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
206,1,2,69.36180574737952,0,0,4,68.38430306453614,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
207,1,3,77.11228158518865,1,0,5,79.20445910489612,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
208,1,3,65.46506868659546,0,1,2,29.274154858315992,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
209,0,4,15.159507480009937,1,0,1,7.918640910862584,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
210,0,5,87.5883083517057,1,1,4,48.782283738188106,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
211,0,4,53.90945527360087,1,0,3,31.458154654622728,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
